image_path,label,pred_base,cer_base,pred_finetuned,cer_finetuned
POP-BBU_WISMA_BUMI_PUTERA/page3_0086.png,baik,back,0.25,baik,0.0
POP-PADALARANG/page3_0087.png,available,speculable,0.5555555555555556,Available,0.0
POP-WISMA-BUMI-PUTERA/page3_0088.png,M.Firdaus,fm.finctous,0.5555555555555556,M.Firdaus,0.0
POP-WISMA-BUMI-PUTERA/page3_0089.png,PT.lintasarta,PT.I intrasatta,0.3076923076923077,PT.lintasarta,0.0
POP-CILEUNYI/page3_0090.png,RectiFier 1 berfungsi dengan baik,Resipier I herfung si dengan talk,0.24242424242424243,RectiFier 1 berfungsi dengan baik,0.0
POP-PADALARANG/page3_0092.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0093.png,Produksi : 07/03/2022,produksi 5 071 03 ( 2022,0.2857142857142857,"Perdasa,07: 2025/13:22",0.7142857142857143
POP-WISMA-BUMI-PUTERA/page3_0093.png,Fendi A.P,""" Ferndi.A.P.",0.5555555555555556,Fendi A.P,0.0
POP-WISMA-BUMI-PUTERA/page3_0094.png,DEN,often,1.0,DENI,0.3333333333333333
POP-BBU_WISMA_BUMI_PUTERA/page3_0095.png,M.Firdaus,pm-pirdans.,0.5555555555555556,N.Firdaus,0.1111111111111111
POP-PADALARANG/page3_0095.png,231,237,0.3333333333333333,231,0.0
POP-BBU_WISMA_BUMI_PUTERA/page3_0098.png,Fendi Adi Purnomo,""" Fendi Adi Purnonwu,",0.35294117647058826,Fendi Adi Purnomo,0.0
POP-PADALARANG/page3_0098.png,Panel distribusi dan kable instalasi,Panel distribution double insularist,0.3333333333333333,Panel distribusi dan kabel,0.2777777777777778
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0099.png,Adi,adi,0.0,Ada,0.3333333333333333
POP-CILEUNYI/page3_0099.png,M.Firdaus,I'm Africans.,1.0,M.Firdaus,0.0
POP-PADALARANG/page3_0099.png,Normal,abnormal,0.3333333333333333,Normal,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0100.png,IMS,tvis.,1.0,14.,1.0
POP-CILEUNYI/page3_0100.png,PT.lintasarta,pelintasarta,0.15384615384615385,PT.lintasarta,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page3_0101.png,IMS,jiris.,1.0,1°C,1.0
POP-PADALARANG/page3_0108.png,M.Firdaus,I'm Africans.,1.0,M.Firdaus,0.0
POP-PADALARANG/page3_0109.png,PT.lintasarta,pportunatory,0.7692307692307693,PT.lintasarta,0.0
POP-PADALARANG/page3_0112.png,Fendi,fendi,0.0,Fendi,0.0
POP-PADALARANG/page3_0113.png,Adi,adj,0.3333333333333333,Adi,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0011.png,Pop Wisma bumi putera,Pop Wesma Bumi putora,0.09523809523809523,Pop Ciera bumi putera,0.14285714285714285
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0012.png,Grandmall Bekasi,grandmall. Bokasi,0.125,Grendi adosat,0.6875
POP-CILEUNYI/page4_0012.png,Pop Cileunyi,Pop-cileumyi,0.16666666666666666,Pop cik,0.5
POP-PADALARANG/page4_0012.png,Pop Padalarang,""" Pop Padalarang",0.14285714285714285,Pop Padalarang,0.0
POP-WISMA-BUMI-PUTERA/page4_0012.png,Pop Wismabumi Putera,""" Pop Wismabom putera",0.2,Pop Wismabumi putera,0.0
POP-PADALARANG/page4_0014.png,(BDGBBP),cippi chapbellsbury,1.0,(BDGBBP),0.0
POP-WISMA-BUMI-PUTERA/page4_0014.png,"Jum,at 17 Okt 2025",""" gymnastics to take",0.8888888888888888,"Jum'at, 17 Okt 2025",0.1111111111111111
POP-BBU_WISMA_BUMI_PUTERA/page4_0015.png,Inverter 2000,innister zoo,0.5384615384615384,Inverter 2000,0.0
POP-CILEUNYI/page4_0015.png,Okt 2025,61st 2025,0.375,okt 2025,0.0
POP-PADALARANG/page4_0016.png,"Rabu, 15 Okt 2025",""" Kabul risks",0.8235294117647058,"Rabu, 15 Okt 2025",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0017.png,EATON,meaton.,0.4,EATON,0.0
POP-WISMA-BUMI-PUTERA/page4_0017.png,Delta,ibelitia,0.8,delta,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0025.png,dibersihkan,diversitikan.,0.36363636363636365,dibersihkan,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0028.png,Clean,Clean.,0.2,Cian,0.4
POP-BBU_WISMA_BUMI_PUTERA/page4_0028.png,berFungsi,joorfungsi,0.3333333333333333,berfungsi,0.0
POP-CILEUNYI/page4_0028.png,dibersihkan,joliberslinkan,0.45454545454545453,dibersihkan,0.0
POP-CILEUNYI/page4_0029.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page4_0029.png,standar,standar,0.0,Standar,0.0
POP-WISMA-BUMI-PUTERA/page4_0029.png,dibersihkan,jeliberchikan.,0.6363636363636364,dibersihkan,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0030.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0030.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0031.png,berfungsi,I bonfungi,0.5555555555555556,berfungsi,0.0
POP-WISMA-BUMI-PUTERA/page4_0031.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0032.png,Normal,normal,0.0,Normal,0.0
POP-PADALARANG/page4_0032.png,OK,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0033.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0033.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0033.png,berfungsi,thorough.,0.7777777777777778,berfungsi,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0034.png,"54,4",sara,1.0,"54,4",0.0
POP-CILEUNYI/page4_0034.png,terkoneksi,freikoinsky,0.7,Terkoneksi,0.0
POP-PADALARANG/page4_0034.png,standar,standor.,0.2857142857142857,Standar,0.0
POP-WISMA-BUMI-PUTERA/page4_0035.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0036.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0037.png,Tighten,tightion.,0.42857142857142855,Tighkan,0.2857142857142857
POP-CILEUNYI/page4_0037.png,OK,ok,0.0,OK,0.0
POP-PADALARANG/page4_0038.png,standar,standar,0.0,Standar,0.0
POP-WISMA-BUMI-PUTERA/page4_0038.png,standar,jisraintat.,1.0,standar,0.0
POP-CILEUNYI/page4_0039.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0040.png,220.6,220 lb.,0.8,"220,6",0.2
POP-CILEUNYI/page4_0040.png,2,2,0.0,2,0.0
POP-PADALARANG/page4_0040.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0040.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0041.png,Ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0041.png,2,2c,1.0,2,0.0
POP-CILEUNYI/page4_0042.png,Normal,quormal,0.3333333333333333,Normal,0.0
POP-PADALARANG/page4_0043.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0044.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0044.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0046.png,220°C,220cc,0.2,220°C,0.0
POP-PADALARANG/page4_0046.png,yes,yes,0.0,yes,0.0
POP-WISMA-BUMI-PUTERA/page4_0047.png,226VAC,22vvac.,0.3333333333333333,226VAC,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0048.png,25°C,asoc.,1.0,25°C,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0049.png,Ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0049.png,OK,ok,0.0,OK,0.0
POP-WISMA-BUMI-PUTERA/page4_0050.png,OK,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0051.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0051.png,9A,ga,0.5,9A,0.0
POP-PADALARANG/page4_0051.png,3phasa,3phosce.,0.6666666666666666,3phasa,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0053.png,Inverter berfungsi dengan baik,"Inwater berfungs, dengan back",0.16666666666666666,Inverter berfungsi dengan baik,0.0
POP-CILEUNYI/page4_0053.png,70,ok,1.0,OK,1.0
POP-PADALARANG/page4_0053.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0053.png,"31,5A",31.15A.,0.6,"31,5A",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0054.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0055.png,"54,46","sy, 46",0.6,"54,06",0.2
POP-WISMA-BUMI-PUTERA/page4_0055.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page4_0058.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page4_0058.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0058.png,31.5A,"31,154",0.6,"31,5A",0.2
POP-WISMA-BUMI-PUTERA/page4_0059.png,OK,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0062.png,M.Firdaus,jm-firdans.,0.4444444444444444,M.Firdaus,0.0
POP-CILEUNYI/page4_0062.png,"53,02V",s302xy ),1.0,"53,52V",0.16666666666666666
POP-PADALARANG/page4_0062.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0063.png,PT.lintasarta,pt-luptacarta,0.3076923076923077,PT.lintasarta,0.0
POP-CILEUNYI/page4_0064.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page4_0064.png,53.99VDC,53.eggroot,0.875,"53,99VDC",0.125
POP-WISMA-BUMI-PUTERA/page4_0065.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page4_0066.png,standar,standard,0.14285714285714285,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page4_0068.png,Fendi adi purnomo,", Fendi Adi Puonome",0.23529411764705882,Fendi Adi Purnomo,0.0
POP-PADALARANG/page4_0068.png,"GE : 3,2 Ω",TE. 3.2 S.,0.6,"GE : 3,2A",0.2
POP-CILEUNYI/page4_0070.png,Berfungsi,berpunga,0.3333333333333333,berfungsi,0.0
POP-CILEUNYI/page4_0073.png,OK,ok,0.0,ok,0.0
POP-PADALARANG/page4_0077.png,PT.lintasarta,jet-Contosarfa.,0.6153846153846154,PT.Lintasarta,0.0
POP-CILEUNYI/page4_0078.png,berfungsi,jberfunga,0.3333333333333333,berfungsi,0.0
POP-CILEUNYI/page4_0080.png,ok,wk,0.5,ok,0.0
POP-PADALARANG/page4_0081.png,Fendi,fendi,0.0,Fendi,0.0
POP-PADALARANG/page4_0082.png,adi,adi,0.0,Adi,0.0
POP-PADALARANG/page4_0083.png,DENI R,denni 12,0.5,DENI R,0.0
POP-WISMA-BUMI-PUTERA/page4_0083.png,"dibersihkan, berfungsi dengan baik","diborentaken, her fungus, dengan, but",0.4117647058823529,"dibersihkan, berfungsi dengan baik",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0084.png,Adi,adi,0.0,Adi,0.0
POP-WISMA-BUMI-PUTERA/page4_0084.png,RectiFier 2,rectifier?,0.18181818181818182,Rectifier 2,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0085.png,IMS,tails,1.0,1.5,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0088.png,Suyitno,psychistry,1.0,54 PKt 2025,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page4_0089.png,IMS,iris,0.6666666666666666,"1,5",1.0
POP-CILEUNYI/page4_0093.png,M.Firdaus,tm.pidious,0.5555555555555556,M.Firdaus,0.0
POP-WISMA-BUMI-PUTERA/page4_0093.png,M.Firdaus,jim-firdans.,0.5555555555555556,M.Firdaus,0.0
POP-CILEUNYI/page4_0094.png,PT.lintasarta,ppi- limitayarta,0.5384615384615384,PT.lintasarta,0.0
POP-WISMA-BUMI-PUTERA/page4_0094.png,PT.lintasarta,pilimacarta,0.38461538461538464,PT.lintasarta,0.0
POP-WISMA-BUMI-PUTERA/page4_0097.png,Fendi,fendi.,0.2,fendi,0.0
POP-CILEUNYI/page4_0098.png,Fendi Adi,""" Fierndi Adi.",0.5555555555555556,Fendi Adi,0.0
POP-CILEUNYI/page4_0099.png,P,sp,1.0,P,0.0
POP-WISMA-BUMI-PUTERA/page4_0099.png,DENI,denni.,0.5,DENI,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0011.png,Grandmall Bekasi,Grandmall Bekasi,0.0,Grondingu Berfungsi,0.625
POP-CILEUNYI/page5_0011.png,Pop cileunyi,pop cite-unyi,0.16666666666666666,Pop cikalongsi,0.5
POP-PADALARANG/page5_0011.png,Pop Padalarang (BDEBBP),pop padalarang ( BDE BBPI,0.13043478260869565,Pop Padalarang (BDGBBP),0.043478260869565216
POP-WISMA-BUMI-PUTERA/page5_0011.png,Pop Wisma Bumi Putera,pop wisma bum putera,0.047619047619047616,Pop Wisma bumera,0.23809523809523808
POP-WISMA-BUMI-PUTERA/page5_0012.png,"Jum'at, 17 Okt 2025",""" Quinning it, "" it takes",1.0,"Jum'at, 17 Okt 2025",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0013.png,B3CD0100213MA0066,. BBCD0100213 MACOGG,0.47058823529411764,B3CD07MOIC,0.6470588235294118
POP-PADALARANG/page5_0013.png,"Rabu, 15 Okt 2025 /13:12","IRADU. "" PACKEDRIC 1 13 : 12",0.75,"Rabu, 15 Okt 2025/13:12",0.041666666666666664
POP-BBU_WISMA_BUMI_PUTERA/page5_0014.png,Inverter 2000,inverter 2000,0.0,inverter 2000,0.0
POP-CILEUNYI/page5_0014.png,"Sabtu, 25 Okt 2025",isablutivi's own,0.7777777777777778,"Rabu, 25 Okt 2025",0.1111111111111111
POP-WISMA-BUMI-PUTERA/page5_0014.png,Inverter 2000,"iliniverter, 2000",0.3076923076923077,Inverter 2000,0.0
POP-PADALARANG/page5_0015.png,Inverter 2000,innister 3000,0.3076923076923077,Inverter 2000,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0016.png,UNK3KBB0373,iunkskobo 373,0.45454545454545453,WNcK30/13,0.6363636363636364
POP-CILEUNYI/page5_0016.png,Inverter 2000,importer zoo,0.5384615384615384,Inverter 2000,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0018.png,ORION,morion.,0.4,OK ION,0.4
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0021.png,3 KVa,izikva,0.6,3KSuva,0.6
POP-BBU_WISMA_BUMI_PUTERA/page5_0024.png,dibersihkan,diberschlear.,0.45454545454545453,dibersihkan,0.0
POP-PADALARANG/page5_0024.png,dibersihkan,idiversitikan.,0.45454545454545453,dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page5_0025.png,dibersihkan,dibershikan.,0.2727272727272727,dibersihkan,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0026.png,berfungsi,therfungs.,0.3333333333333333,berfungsi,0.0
POP-PADALARANG/page5_0026.png,OK,ok,0.0,OK,0.0
POP-CILEUNYI/page5_0027.png,dibersihkan,clibersi taken.,0.6363636363636364,dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page5_0027.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0028.png,Clean,clean.,0.2,Cian,0.4
POP-BBU_WISMA_BUMI_PUTERA/page5_0028.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page5_0028.png,berfungsi,jberfungs.,0.2222222222222222,berfungsi,0.0
POP-CILEUNYI/page5_0029.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page5_0030.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page5_0030.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0031.png,Ok,qk,0.5,ok,0.0
POP-CILEUNYI/page5_0031.png,berfungsi,jberfungs.,0.2222222222222222,berfungsi,0.0
POP-WISMA-BUMI-PUTERA/page5_0031.png,berFungsi,loorpungsi,0.4444444444444444,berfungsi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0032.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0033.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page5_0033.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0034.png,Normal,wormall,0.3333333333333333,Normal,0.0
POP-PADALARANG/page5_0034.png,"54,53","34,53",0.2,54.53,0.2
POP-WISMA-BUMI-PUTERA/page5_0036.png,"53,85V","53,850",0.16666666666666666,"53,55V",0.16666666666666666
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0037.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page5_0037.png,ok,ok,0.0,Ok,0.0
POP-CILEUNYI/page5_0038.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page5_0038.png,"0,80A",opeppa,1.0,"0,80A",0.0
POP-WISMA-BUMI-PUTERA/page5_0038.png,0.62,0.62,0.0,0.1,0.5
POP-CILEUNYI/page5_0039.png,0.29V,01.12gy,0.8,0.29V,0.0
POP-WISMA-BUMI-PUTERA/page5_0040.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0041.png,"236,9",23619,0.2,"234,9",0.2
POP-CILEUNYI/page5_0041.png,Ok,ole,1.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0042.png,OK,ok,0.0,OK,0.0
POP-PADALARANG/page5_0042.png,ok,cope,1.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0044.png,223,223,0.0,223,0.0
POP-WISMA-BUMI-PUTERA/page5_0044.png,0.62,"to,652",1.0,"0,62",0.25
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0045.png,ok,ok,0.0,OK,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0045.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page5_0046.png,"0,29V",olizzy V.,1.0,"0,29V",0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0047.png,Ok,ok,0.0,OK,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0047.png,23°C,230c.,0.5,23°C,0.0
POP-PADALARANG/page5_0047.png,230V,230ly,0.5,230V,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0048.png,"0,3",0/3,0.3333333333333333,"0,3",0.0
POP-PADALARANG/page5_0049.png,ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0050.png,Inverter berfungsi dengan baik,"Inverter her pumps, dengan bark",0.23333333333333334,Inverter berfungsi dengan baik,0.0
POP-PADALARANG/page5_0050.png,24°C,240c.,0.5,24°C,0.0
POP-WISMA-BUMI-PUTERA/page5_0050.png,230VAC,"230,ac.",0.3333333333333333,220 VAC,0.3333333333333333
POP-CILEUNYI/page5_0051.png,230VAC,230 Vac.,0.3333333333333333,230VAC,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0052.png,"2,44","2, 2.42",1.0,"2,V",0.5
POP-WISMA-BUMI-PUTERA/page5_0052.png,Ok,ok,0.0,ok,0.0
POP-CILEUNYI/page5_0053.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page5_0053.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0054.png,Ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page5_0054.png,"13,6C",3.30,0.8,13.6°C,0.4
POP-CILEUNYI/page5_0055.png,26.8°C,2b.pec.,0.6666666666666666,"26,8°C",0.16666666666666666
POP-PADALARANG/page5_0055.png,InVerter,inverter.,0.125,Inverter,0.0
POP-PADALARANG/page5_0056.png,Normal,alor mal,0.5,Normal,0.0
POP-WISMA-BUMI-PUTERA/page5_0056.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page5_0057.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0058.png,2.43,"2, 243",0.75,2.3,0.25
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0059.png,Ok,ok,0.0,ok,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0059.png,M.Firdaus,jIM-pirdans.,0.6666666666666666,M.Firdaus,0.0
POP-CILEUNYI/page5_0059.png,Inverter berfungsi dengan baik,Interter borrowings dengeun bank,0.3333333333333333,Inverter berfungsi dengan baik,0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0060.png,PT.lintasarta,tpt-hunhasatta.,0.5384615384615384,PT.lintasarta,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0062.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0064.png,"27,8°C","27,78.",0.5,"27,8°C",0.0
POP-BBU_WISMA_BUMI_PUTERA/page5_0064.png,Fendi adi Purnomo,"fiendi Adi Purnonio,",0.23529411764705882,Fendi Adi Purnomo,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0065.png,ok,ok,0.0,ok,0.0
POP-PADALARANG/page5_0065.png,M.Firdaus,jm-firdans.,0.4444444444444444,M.Firdaus,0.0
POP-PADALARANG/page5_0066.png,PT.lintasarta,prolintasorta,0.23076923076923078,PT.lintasarta,0.0
POP-WISMA-BUMI-PUTERA/page5_0066.png,M.Firdaus,tim-firdalls.,0.6666666666666666,M.Firdaus,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0067.png,"50,0",sojo,1.0,"5,0",0.25
POP-WISMA-BUMI-PUTERA/page5_0067.png,PT.Lintasarta,tri- Imhasarta,0.5384615384615384,PT.lintasarta,0.0
POP-CILEUNYI/page5_0068.png,PT.lintasarta,prolutasarta,0.3076923076923077,PT.lintasarta,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0070.png,"107,4VDC",flozywork,1.0,"10,70°C",0.5
POP-CILEUNYI/page5_0070.png,M.Firdaus,jury-furious.,1.0,M.Firdaus,0.0
POP-PADALARANG/page5_0070.png,Fendi,fend.,0.2,Fendi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0071.png,ok,oik,0.5,OK,0.0
POP-PADALARANG/page5_0071.png,Adi,act ;,1.0,Adi,0.0
POP-WISMA-BUMI-PUTERA/page5_0071.png,Fendi A'P,fenoli A'p.,0.3333333333333333,Fendi A.P,0.1111111111111111
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0073.png,"0,01ADC",foroxid acid,1.0,"0,06A",0.42857142857142855
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0074.png,OK,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0076.png,Berputar,theiripular,0.625,Beripungsi,0.625
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0077.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0080.png,Normal,"informal,",0.5,Normal,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0081.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0087.png,107.4VDC,"flozy, 4vg.",1.0,berFungsi,1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0088.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0089.png,"97,7VDC","1947, 7wick",0.8571428571428571,52.FVDC,0.5714285714285714
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0090.png,ok,ok,0.0,ok,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0095.png,OK,ok,0.0,OK,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0105.png,Adi,ladi,0.3333333333333333,Adi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0106.png,IMS,inis,0.6666666666666666,"14,5",1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0108.png,IMS,jnels.,1.0,"1,5",1.0
FORM_PM_POP_GRAND_MALL_BEKASI/page5_0109.png,Suyitno,isuyitino,0.2857142857142857,Switchar,0.8571428571428571
FORM_PM_POP_GRAND_MALL_BEKASI/page6_0008.png,Grandmall Bekasi,Grandmill Bekasi,0.0625,Grondingu Battery,0.6875
FORM_PM_POP_GRAND_MALL_BEKASI/page6_0011.png,"Selasa, 09.09.2025",""" Selash, 0/059. 2008",0.5,"Selasa, 09: 2025",0.2222222222222222
POP-PADALARANG/page6_0011.png,Pop Padalarang (BDGBBP),Pop Radakorang ( BDGBB PJ,0.2608695652173913,Pop Padalarang (BDGBBP),0.0
POP-WISMA-BUMI-PUTERA/page6_0011.png,2,2,0.0,2,0.0
POP-PADALARANG/page6_0012.png,"Rabu, 15 Okt 2025/13:14",""" Roba. is Oktzoat ( 13 : 14",0.6956521739130435,"Rabu, 15 Okt 2025/13:14",0.0
POP-WISMA-BUMI-PUTERA/page6_0012.png,"Jum'at, 17 Okt 2025",dum'at. 17' okt 2025,0.15789473684210525,"Jum'at, 17 Okt 2025",0.0
POP-BBU_WISMA_BUMI_PUTERA/page6_0013.png,pop wismabumiputera,""" pop Wesmabumputera",0.21052631578947367,Pop Vismabumi putera,0.10526315789473684
POP-CILEUNYI/page6_0013.png,Pop cileunyi,""" POP oil-lenny,",0.5833333333333334,Pop cikalongujur,0.6666666666666666
POP-BBU_WISMA_BUMI_PUTERA/page6_0015.png,"Senin, 08 Desember 2025",": Semi, "" or resember post",0.5652173913043478,"Senin, 08 Desember 2025",0.0
POP-CILEUNYI/page6_0015.png,"Sabtu, 25 okt 2025",""" Sabbiriti set over 20025",0.8333333333333334,"Selasa, 25 Okt 2025",0.2777777777777778
POP-PADALARANG/page6_0015.png,Inverter 2000,inverter 2000,0.0,Inverter 2000,0.0
POP-WISMA-BUMI-PUTERA/page6_0025.png,dibersihkan,diberschican ),0.45454545454545453,dibersihkan,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page6_0026.png,ok,ok,0.0,OK,0.0
POP-PADALARANG/page6_0026.png,dibersihkan,idiberchikan.,0.45454545454545453,dibersihkan,0.0
POP-WISMA-BUMI-PUTERA/page6_0027.png,ok,ok,0.0,ok,0.0
POP-CILEUNYI/page6_0029.png,standar,standar,0.0,Standar,0.0
POP-PADALARANG/page6_0029.png,berFungsi,jberfulness,0.4444444444444444,berfungsi,0.0
POP-WISMA-BUMI-PUTERA/page6_0029.png,berfungsi,berpungs.,0.2222222222222222,berfungsi,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page6_0031.png,Ok,ok,0.0,ok,0.0
POP-CILEUNYI/page6_0031.png,OK,ok,0.0,ok,0.0
POP-PADALARANG/page6_0031.png,ok,ok,0.0,ok,0.0
POP-WISMA-BUMI-PUTERA/page6_0031.png,OK,ok,0.0,ok,0.0
POP-CILEUNYI/page6_0033.png,standar,standier.,0.42857142857142855,standar,0.0
POP-BBU_WISMA_BUMI_PUTERA/page6_0034.png,standar,standar ),0.2857142857142857,standar,0.0
POP-PADALARANG/page6_0034.png,53.24,13.34,0.4,53.24,0.0
FORM_PM_POP_GRAND_MALL_BEKASI/page6_0035.png,Kuat,khat,0.25,Ralt,0.75
